surnames,frequency_first,frequency_second,frequency_both
BELRHALIA,27,..,..
BEN KHADIJA,27,..,..
BENAICH,27,..,..
BENAOMAR,27,..,..
BENBATI,27,..,..
BENEDEK,27,..,..
BENMASOUD,27,..,..
BENZEROUAL,27,..,..
BERECZKI,27,..,..
BEZZIZI,27,..,..
BIC,27,..,..
BIGU,27,..,..
BIZO,27,..,..
BOABA,27,..,..
BOADI,27,..,..
BOCCHIO,27,..,..
BODNARUK,27,..,..
BOLTASU,27,..,..
BOROICA,27,..,..
BOROWSKI,27,..,..
BOUHANI,27,..,..
BOULMANI,27,..,..
BOUMEHRAZ,27,..,..
BOUNOUR,27,..,..
BOURAK,27,..,..
BOUTABGHA,27,..,..
BOUYANZAR,27,..,..
BOUZRAA,27,..,..
BREBU,27,..,..
BRITTAIN,27,..,..
BUCATA,27,..,..
BUCURICA,27,..,..
BUDUREA,27,..,..
BUHAZI,27,..,..
BUJENITA,27,..,..
BULMAGA,27,..,..
BUMBAC,27,..,..
BURFORD,27,..,..
CHADDAD,27,..,..
CHAHMAOUI,27,..,..
CHANNI,27,..,..
CHEESEMAN,27,..,..
CHHIMA,27,..,..
CHIARI,27,..,..
CHIRCIU,27,..,..
CICAI,27,..,..
CIOBANITA,27,..,..
CIORANU,27,..,..
CIOTOI,27,..,..
CIRNU,27,..,..
CODRESCU,27,..,..
COLLETT,27,..,..
COMANDARU,27,..,..
COMIS,27,..,..
COROBAN,27,..,..
COROVEI,27,..,..
COTAE,27,..,..
CRADDOCK,27,..,..
CREA,27,..,..
CRIHANA,27,..,..
CUREAN,27,..,..
DADU,27,..,..
DBOUK,27,..,..
DE CRESCENZO,27,..,..
DE CRISTOFARO,27,..,..
DE FERMIN,27,..,..
DE PAUW,27,..,..
DEAR,27,..,..
DECLERCQ,27,..,..
DERRAR,27,..,..
DHAIRI,27,..,..
DICULESCU,27,..,..
DINCULESCU,27,..,..
DIVILE,27,..,..
DJABALI,27,..,..
DJEFFAL,27,..,..
DOBO,27,..,..
DOBROMIROVA,27,..,..
DODSON,27,..,..
DONDEA,27,..,..
DONKER,27,..,..
DORCEA,27,..,..
DUICU,27,..,..
DURIC,27,..,..
DUTKA,27,..,..
EADES,27,..,..
EDMUNDS,27,..,..
EL ALIOUI,27,..,..
EL AMRAOUY,27,..,..
EL AYANE,27,..,..
EL BAHRY,27,..,..
EL BOUAZZI,27,..,..
EL BOUJARFAOUI,27,..,..
EL GHAOUAT,27,..,..
EL GOURCHE,27,..,..
EL HESSAINI,27,..,..
EL HNINI,27,..,..
EL HOUNAINI,27,..,..
EL JADYDY,27,..,..
EL KASSIR,27,..,..
EL KOUMIR,27,..,..
EL MORTADA,27,..,..
EL MORTAJI,27,..,..
EL QABITI,27,..,..
EL QADIRI,27,..,..
ENADEGHE,27,..,..
ES SAHRAOUY,27,..,..
ESSAYAD,27,..,..
ETTALAI,27,..,..
ETTIJANI,27,..,..
EZ ZAHIR,27,..,..
EZ ZAHRAOUI,27,..,..
FANNING,27,..,..
FERI,27,..,..
FITZSIMMONS,27,..,..
FLAMIND,27,..,..
GASIOR,27,..,..
GENT,27,..,..
GHALLOUCH,27,..,..
GHERMOUL,27,..,..
GHOUDANE,27,..,..
GIGAURI,27,..,..
GIOVAGNOLI,27,..,..
GIWA,27,..,..
GOGOASE,27,..,..
GOJA,27,..,..
GORBENKO,27,..,..
GRADINAR,27,..,..
GRUMAZESCU,27,..,..
GRYGORCHUK,27,..,..
GUENBOUR,27,..,..
GULIE,27,..,..
GUTHRIE,27,..,..
GWOZDZ,27,..,..
HAIGOUNE,27,..,..
HANNON,27,..,..
HAOUID,27,..,..
HAOURIQUI,27,..,..
HAREL,27,..,..
HATCHER,27,..,..
HAUGHTON,27,..,..
HAYMAN,27,..,..
HEBBACHE,27,..,..
HEIGL,27,..,..
HEMMING,27,..,..
HIDAOUI,27,..,..
HIHI,27,..,..
HINES,27,..,..
HOKA,27,..,..
HORJ,27,..,..
HORNBY,27,..,..
HOSKING,27,..,..
HSAYNI,27,..,..
IBEH,27,..,..
IDAHOR,27,..,..
IERNUTAN,27,..,..
IGHANE,27,..,..
IGNATESCU,27,..,..
IHSAN,27,..,..
ILCHENKO,27,..,..
IMBROAIE,27,..,..
IUHOS,27,..,..
IUREA,27,..,..
IVANIV,27,..,..
JADI,27,..,..
JANS,27,..,..
JARRAH,27,..,..
JAVAKHISHVILI,27,..,..
JOSHUA,27,..,..
KACHAN,27,..,..
KANGAMA,27,..,..
KARDAVA,27,..,..
KASPRZYK,27,..,..
KASSAOUI,27,..,..
KETTANI,27,..,..
KHACHATURYAN,27,..,..
KHALLOUQI,27,..,..
KHALYL,27,..,..
KOROTKOV,27,..,..
KOUBA,27,..,..
KOZIEL,27,..,..
KRICHOU,27,..,..
LAANTRI,27,..,..
LABIOD,27,..,..
LAFRIYAKH,27,..,..
LAFROUJI,27,..,..
LARIONOVA,27,..,..
LATIS,27,..,..
LEITNER,27,..,..
LEONOV,27,..,..
LEVYTSKYY,27,..,..
LOGOS,27,..,..
LOSTUN,27,..,..
LOTT,27,..,..
LUKYANOVA,27,..,..
LUMPERDEAN,27,..,..
LUPEAN,27,..,..
LUPSE,27,..,..
LUPSOR,27,..,..
MAAZ,27,..,..
MADDOCKS,27,..,..
MAJARU,27,..,..
MAJBOUR,27,..,..
MAJJAT,27,..,..
MALLETT,27,..,..
MANG,27,..,..
MANOIU,27,..,..
MAOUKIL,27,..,..
MARADIN,27,..,..
MASUD,27,..,..
MIHALEA,27,..,..
MILOSEVIC,27,..,..
MITITEAN,27,..,..
MITRA,27,..,..
MOISI,27,..,..
MOORHOUSE,27,..,..
MOUANI,27,..,..
MOUTIK,27,..,..
MYKHAYLIV,27,..,..
NAAMANE,27,..,..
NAIL,27,..,..
NANCIU,27,..,..
NAPOLETANO,27,..,..
NASSRI,27,..,..
NASTASESCU,27,..,..
NASTASOIU,27,..,..
NDOME,27,..,..
NICUT,27,..,..
OKUNDIA,27,..,..
OPRISA,27,..,..
ORAC,27,..,..
ORME,27,..,..
OSADCHUK,27,..,..
OSTAFI,27,..,..
OSTROVSKA,27,..,..
OUATOUIT,27,..,..
OUCHRIBOU,27,..,..
OUHEMMI,27,..,..
OUJAGLI,27,..,..
OUKACHA,27,..,..
OURHOU,27,..,..
OUZAID,27,..,..
PAMFILIE,27,..,..
PAUSAN,27,..,..
PERESSINI,27,..,..
PETTITT,27,..,..
PLAIAN,27,..,..
POPICA,27,..,..
PRIMICHERU,27,..,..
PRUS,27,..,..
RAFFAS,27,..,..
REDIU,27,..,..
REDPATH,27,..,..
RETZLAFF,27,..,..
RIDGWAY,27,..,..
ROMOCEA,27,..,..
ROSOGA,27,..,..
ROTUNDU,27,..,..
ROUND,27,..,..
SAFTOIU,27,..,..
SAILOUH,27,..,..
SAPONARO,27,..,..
SARHDAOUI,27,..,..
SASCAU,27,..,..
SASS,27,..,..
SBIRNEA,27,..,..
SCAFUCEA,27,..,..
SCHILLACI,27,..,..
SEDRAKYAN,27,..,..
SELAGEA,27,..,..
SEMMANE,27,..,..
SHAHNAZARYAN,27,..,..
SHCHERBAK,27,..,..
SINDILA,27,..,..
SKVORTSOVA,27,..,..
SLAV,27,..,..
SLAVITESCU,27,..,..
SLUJITORU,27,..,..
SOLDEA,27,..,..
SOUTHGATE,27,..,..
STAM,27,..,..
STANGE,27,..,..
STOCKWELL,27,..,..
STRUT,27,..,..
SUMAR,27,..,..
SUSU,27,..,..
SWEETING,27,..,..
TANASUCA,27,..,..
TAOUI,27,..,..
TAOUTAOU,27,..,..
TARCAN,27,..,..
TARIKI,27,..,..
TAS,27,..,..
TAUTU,27,..,..
THOMASSEN,27,..,..
TIMOFTI,27,..,..
TITIENI,27,..,..
TOPLICEANU,27,..,..
TRAWALLEH,27,..,..
TUDOSOIU,27,..,..
TUMBARELLO,27,..,..
TURCHAK,27,..,..
TUTUNEA,27,..,..
UIFELEAN,27,..,..
VAN ENGELEN,27,..,..
VANCIU,27,..,..
VASHCHENKO,27,..,..
VILLELLA,27,..,..
VONK,27,..,..
VOROBETS,27,..,..
VYVAL,27,..,..
WACH,27,..,..
WANAT,27,..,..
WHITELAW,27,..,..
WONE,27,..,..
YARDLEY,27,..,..
YUPTON,27,..,..
ZAKHARCHUK,27,..,..
ZEYAT,27,..,..
ZOHAIR,27,..,..
ZOUKAGH,27,..,..
DE HERNANDEZ,26,194,..
MELLADA,26,68,..
TIMBILA,26,57,..
GEBRERO,26,56,..
ZARACAIN,26,54,..
CALZO,26,53,..
TRAURA,26,51,..
GRAMAL,26,49,..
PIECHO,26,49,..
FERNANDEZ MENSAQUE,26,48,..
HUANACO,26,48,..
MONTERDEZ,26,48,..
NESTA,26,48,..
ALLARIZ,26,47,..
CARCHENA,26,47,..
DE ALOS,26,47,..
REBERTE,26,47,..
CABARCAS,26,46,..
CAVALHEIRO,26,46,..
DAVALO,26,46,..
LAFULLA,26,46,..
CARITA,26,45,..
CASULLA,26,45,..
ENRRIQUEZ,26,45,..
GAVARRI,26,45,..
SAIXO,26,45,..
ALMO,26,44,..
AREIAS,26,44,..
BURGASE,26,44,..
SANTANDRES,26,44,..
ARAUCUA,26,43,..
CASSIN,26,43,..
CHUMBES,26,43,..
CIDRANES,26,43,..
LOPEZ VIZCAINO,26,43,..
ARANJUEZ,26,42,..
CONCEIRO,26,42,..
CURO,26,42,..
CATAFAU,26,41,..
CONAL,26,41,..
ESESUMAGA,26,41,..
FELECHOSA,26,41,..
GRECIET,26,41,..
MINDIOLA,26,41,..
PADELLANO,26,41,..
PEROGORDO,26,41,..
ROIGES,26,41,..
VILLACHICA,26,41,..
ALMOFREY,26,40,..
BANOVIO,26,40,..
FUMAÑA,26,40,..
MOSEÑE,26,40,..
ORUE ECHEVARRIA,26,40,..
AGIUS,26,39,..
BAGRE,26,39,..
BAREN,26,39,..
BUXALLEU,26,39,..
CANACA,26,39,..
LASCASAS,26,39,..
NUCHERA,26,39,..
PARGUIÑA,26,39,..
PICARIN,26,39,..
TALEGO,26,39,..
ANAY,26,38,..
APONCIO,26,38,..
AREJOLA,26,38,..
DE LA HIDALGA,26,38,..
DE MIR,26,38,..
GILBAJA,26,38,..
LOBAGUEIRA,26,38,..
FRET,26,37,..
GOMEZ CARDOSO,26,37,..
REASCO,26,37,..
SAHORNIL,26,37,..
SAMPRIMITIVO,26,37,..
TIAGONCE,26,37,..
AVELLEIRA,26,36,..
BURLADA,26,36,..
CAIZAPANTA,26,36,..
DE GUEZALA,26,36,..
ERLA,26,36,..
ESTAPA,26,36,..
EURAS,26,36,..
SAGERAS,26,36,..
ALMIRANTEARENA,26,35,..
CERCED,26,35,..
DE CIRIA,26,35,..
DIEZ ULZURRUN,26,35,..
GIPPINI,26,35,..
LAGRENE,26,35,..
MAEZ,26,35,..
PECONDON,26,35,..
PIDEMONT,26,35,..
VETA,26,35,..
YANTEN,26,35,..
ARRIVILLAGA,26,34,..
CALVERES,26,34,..
CHOUSAL,26,34,..
CLAVERI,26,34,..
DA PAZ,26,34,..
GARCIA DE ANGELA,26,34,..
OLARTECOECHEA,26,34,..
PINTU,26,34,..
TRASTALLINO,26,34,..
ZABALGO,26,34,..
ARRUZAS,26,33,..
BEGERANO,26,33,..
CIHUELA,26,33,..
DELI,26,33,..
DOMINGUEZ GIL,26,33,..
ELCORO IRIBE,26,33,..
GARITACELAYA,26,33,..
GUINNOT,26,33,..
HERMITA,26,33,..
MOLDE,26,33,..
PEREZ MEDEL,26,33,..
RODRIQUEZ,26,33,..
SINESIO,26,33,..
SORI,26,33,..
TAPANES,26,33,..
AGUAGALLO,26,32,..
ALETA,26,32,..
BAÑES,26,32,..
CENGOTITA,26,32,..
CURCHO,26,32,..
DE LOSADA,26,32,..
IBARREZ,26,32,..
LA RED,26,32,..
LLUMITAXI,26,32,..
MONDURREY,26,32,..
PALLASA,26,32,..
QUICLER,26,32,..
QUILACHAMIN,26,32,..
RUGELES,26,32,..
SAN GENARO,26,32,..
XANDRE,26,32,..
ARISTY,26,31,..
BECEDONI,26,31,..
CAMONES,26,31,..
DAMALIA,26,31,..
DARAVIÑA,26,31,..
DE SANJUAN,26,31,..
GABANES,26,31,..
GALAIN,26,31,..
GARROSET,26,31,..
GREZ,26,31,..
KASEM,26,31,..
LADREDA,26,31,..
MAYEA,26,31,..
MUNE,26,31,..
NERAS,26,31,..
RADEL,26,31,..
RAGAN,26,31,..
SALAMEA,26,31,..
SICHA,26,31,..
ABEJAR,26,30,..
ALVAZ,26,30,..
DEMIRA,26,30,..
DUTRUS,26,30,..
ESTEIRE,26,30,..
FERRER VIDAL,26,30,..
FOYEDO,26,30,..
GALARTZA,26,30,..
HUMEREZ,26,30,..
IDOY,26,30,..
LAFFITA,26,30,..
ORDIEREZ,26,30,..
QUILCHANO,26,30,..
RECOBA,26,30,..
SIALE,26,30,..
STOYNOV,26,30,..
VELLET,26,30,..
ZHANAY,26,30,..
ALAIX,26,29,..
BALCELL,26,29,..
BAUSTISTA,26,29,..
DIAZ GUIJARRO,26,29,..
ESCORESCA,26,29,..
GAIPO,26,29,..
GARCIA RABADAN,26,29,..
GUIJALBA,26,29,..
LARISGOITIA,26,29,..
LIETO,26,29,..
MAGSINO,26,29,..
MORATIN,26,29,..
ORANTO,26,29,..
PITEIRO,26,29,..
ROCHES,26,29,..
SOLIVARES,26,29,..
AGROBA,26,28,..
AUSTRI,26,28,..
AYON,26,28,..
BAYANGAT,26,28,..
CHAGUENDO,26,28,..
CHOQUETICLLA,26,28,..
DE CASSO,26,28,..
DE LELIS,26,28,..
DE SARACHO,26,28,..
DEL ROMO,26,28,..
FERNANDEZ SANGUINO,26,28,..
GENAL,26,28,..
IRINEO,26,28,..
JOSENGE,26,28,..
JUNCOSAS,26,28,..
MATXINANDIARENA,26,28,..
MELIJOSA,26,28,..
MEMBRIBES,26,28,..
POISA,26,28,..
PUCHAN,26,28,..
QUILLI,26,28,..
RAMELL,26,28,..
SANTASMASAS,26,28,..
SENAREGA,26,28,..
VIAMONTES,26,28,..
VILETA,26,28,..
VITURI,26,28,..
AMANCHA,26,27,..
CABEZOLA,26,27,..
CLARASSO,26,27,..
CRISTELLYS,26,27,..
EXTOR,26,27,..
GARCIA DE LA YEDRA,26,27,..
GARCIA VIDAL,26,27,..
HUACHO,26,27,..
LIPIZ,26,27,..
LOPEZ DE MOLINA,26,27,..
MARCUERQUIAGA,26,27,..
MARTIN DE ARGENTA,26,27,..
MELCION,26,27,..
PIKAZA,26,27,..
PLAXATS,26,27,..
RIEU,26,27,..
RIUMALLO,26,27,..
SOÑEN,26,27,..
SUASTEGUI,26,27,..
SUPERVIELLE,26,27,..
ZARANDON,26,27,..
BEIZANA,26,26,..
BORALLA,26,26,..
CAMILLO,26,26,..
CARMENATI,26,26,..
CHALAR,26,26,..
CIGARRIA,26,26,..
DE MESQUITA,26,26,..
LACOUR,26,26,..
NAVARRO DE PALENCIA,26,26,..
OFRECIO,26,26,..
OSMANOV,26,26,..
RIZK,26,26,..
SALEN,26,26,..
SANTAOLIVA,26,26,..
SERIÑANA,26,26,..
TORNAMORELL,26,26,..
ZUANICH,26,26,..
AGUSTO,26,25,..
AIDE,26,25,..
ALABERNIA,26,25,..
ARTIGADO,26,25,..
BARSI,26,25,..
DAFOS,26,25,..
DASKALOVA,26,25,..
DEL LAGO,26,25,..
ESPIGO,26,25,..
FERNANDEZ RIOS,26,25,..
GARCIA DE ALCAÑIZ,26,25,..
GILAZAÑA,26,25,..
ICUTZA,26,25,..
IJURKO,26,25,..
KOTSEVA,26,25,..
LAGANGA,26,25,..
LLORENA,26,25,..
MALEUBRE,26,25,..
PECHENE,26,25,..
PRESTO,26,25,..
PROTASIO,26,25,..
RODRIGUEZ CAMUÑAS,26,25,..
SANCHEZ RODILLA,26,25,..
ADARME,26,24,..
AGRISUELAS,26,24,..
ANZORENA,26,24,..
AYSON,26,24,..
CHAVALERA,26,24,..
DE LAIGLESIA,26,24,..
DE UDAETA,26,24,..
DELIZ,26,24,..
DONALONSO,26,24,..
ELKOROIRIBE,26,24,..
MECATI,26,24,..
OLIBARES,26,24,..
SANTAEMILIA,26,24,..
SEGURAJAUREGUI,26,24,..
TOLARETXIPI,26,24,..
ADURRIAGA,26,23,..
ALPUIN,26,23,..
BEIZAMA,26,23,..
BERBOIS,26,23,..
BORINES,26,23,..
CORRIERI,26,23,..
CURUTCHET,26,23,..
DE PARIAS,26,23,..
DE RABANO,26,23,..
DIAZ RIVAVELARDE,26,23,..
FRADEJA,26,23,..
GOLFIN,26,23,..
GORDILS,26,23,..
GUAMANZARA,26,23,..
JIMENEZ CASQUET,26,23,..
LABORY,26,23,..
LATOR,26,23,..
LEVAS,26,23,..
LIMAICO,26,23,..
LOPEZ DE ASIAIN,26,23,..
MURIO,26,23,..
NUSAS,26,23,..
PRATCORONA,26,23,..
QUEIMALIÑOS,26,23,..
REDUAN,26,23,..
TINTIN,26,23,..
VINSSAC,26,23,..
ALFAYE,26,22,..
AYSA,26,22,..
BARTRALOT,26,22,..
CABRICANO,26,22,..
CASANO,26,22,..
DE LASSALETTA,26,22,..
DOMOSTEGUI,26,22,..
GAIRAL,26,22,..
GALIARDO,26,22,..
GARCIA AMADO,26,22,..
GARCIA BLANES,26,22,..
LIMONCHE,26,22,..
LOPEZ DE LA COVA,26,22,..
LOSPAUS,26,22,..
MERMA,26,22,..
MORALES DE SETIEN,26,22,..
NARRASPE,26,22,..
NENCHEVA,26,22,..
NOES,26,22,..
SEALL,26,22,..
VIDAGAÑ,26,22,..
YETTEFTI,26,22,..
YRIGOYEN,26,22,..
ALAFARGA,26,21,..
ANSALDI,26,21,..
ANTELM,26,21,..
ARISTEGI,26,21,..
AURTENETXEA,26,21,..
BARTRET,26,21,..
BASAURIT,26,21,..
CHIGNE,26,21,..
COLLOTO,26,21,..
CORTAIRE,26,21,..
DEL CAMPO CAÑAVERAL,26,21,..
DULIN,26,21,..
FERNANDEZ ABASCAL,26,21,..
JIMENEZ RIDRUEJO,26,21,..
MARCIDE,26,21,..
MAYNERO,26,21,..
PARDINI,26,21,..
PEREZ AGOTE,26,21,..
PINSON,26,21,..
QUIREZA,26,21,..
REGALGO,26,21,..
SAELO,26,21,..
URUNAGA,26,21,..
ZAVARCE,26,21,..
AZPICUETA,26,20,..
BALANZ,26,20,..
BALDERRAMO,26,20,..
BARCELOS,26,20,..
BISAÑEZ,26,20,..
CONSTELA,26,20,..
DE LA MORAL,26,20,..
DE PLANELL,26,20,..
DEL ESTAD,26,20,..
DEL PONT,26,20,..
DIAZ DE ENTRESOTOS,26,20,..
ELUM,26,20,..
ERIMO,26,20,..
GARCIA MUNTE,26,20,..
KOSKORROTZA,26,20,..
LEONA,26,20,..
LLAQUE,26,20,..
MARTIN ANTONAYA,26,20,..
MOSACULA,26,20,..
MOSCAD,26,20,..
PANIMBOZA,26,20,..
PASCUAL DE ZULUETA,26,20,..
PRIMO DE RIVERA,26,20,..
REBOLLARES,26,20,..
SAYRACH,26,20,..
SECO HERRERA,26,20,..
SUNET,26,20,..
TARRON,26,20,..
TEMOCHE,26,20,..
TEVEZ,26,20,..
THOS,26,20,..
VALDUNQUILLO,26,20,..
WIS,26,20,..
HIRANANDANI,26,19,7
AGARRABERES,26,19,..
ALOA,26,19,..
ALVAREZ PEDROSA,26,19,..
AURET,26,19,..
BOARFA,26,19,..
BRADINERAS,26,19,..
CASTIGNANI,26,19,..
CAÑIZAR,26,19,..
DE ALBURQUERQUE,26,19,..
DE CENDRA,26,19,..
DE COO,26,19,..
DIAZ ROBLES,26,19,..
EL KOUBAI,26,19,..
ESTORNES,26,19,..
FUEL,26,19,..
GAIO,26,19,..
GOMEZ MARAÑON,26,19,..
LALLEMAND,26,19,..
LASPIDEA,26,19,..
MALLER,26,19,..
META,26,19,..
MUSELLAS,26,19,..
PINATELLA,26,19,..
PUICON,26,19,..
RACINES,26,19,..
REBORA,26,19,..
REGINALDO,26,19,..
ROSSA,26,19,..
RUMAZO,26,19,..
SAENZ JUBERA,26,19,..
SISTARE,26,19,..
SOBREGRAU,26,19,..
TALAGA,26,19,..
TECLEMAYER,26,19,..
VARANDAS,26,19,..
VISTIN,26,19,..
ANTICO,26,18,..
AÑIVARRO,26,18,..
BRON,26,18,..
DE LA PASION,26,18,..
EL ARROUDI,26,18,..
ESPEGEL,26,18,..
FLAVIAN,26,18,..
FULCO,26,18,..
GARÇON,26,18,..
GAUCHI,26,18,..
GIMENEZ DE CISNEROS,26,18,..
GONZALEZ ALEMAN,26,18,..
GUIXER,26,18,..
HAMMOUCHE,26,18,..
IBARGARAI,26,18,..
KOSEVA,26,18,..
LAYU,26,18,..
MASSAGUES,26,18,..
MONTANARY,26,18,..
MOUCHET,26,18,..
PINDAO,26,18,..
PLATILLERO,26,18,..
RECUENZO,26,18,..
ROFAS,26,18,..
SEGAL,26,18,..
SILVALDE,26,18,..
SOMOSIERRAS,26,18,..
TOTANA,26,18,..
ZHIGUI,26,18,..
ANDI,26,17,..
BECHIR,26,17,..
BOEV,26,17,..
BORCH,26,17,..
BRUJAN,26,17,..
BURELA,26,17,..
CAYABYAB,26,17,..
CIERVIDE,26,17,..
DADOU,26,17,..
DE CODINA,26,17,..
DE LA HUZ,26,17,..
DE VALDES,26,17,..
DELSORS,26,17,..
DRIOUCHE,26,17,..
EL KHARBACHI,26,17,..
FERNANDEZ DE GARAYALDE,26,17,..
GAZOPO,26,17,..
GIMENEZ ARNAU,26,17,..
GUERSI,26,17,..
KISHNANI,26,17,..
LAKCHOUCH,26,17,..
LARRAGOITI,26,17,..
LAZON,26,17,..
LEGINA,26,17,..
LEZAMIT,26,17,..
MAACHE,26,17,..
MENI,26,17,..
MUENANGO,26,17,..
NEGROLES,26,17,..
PINANGO,26,17,..
POMARINO,26,17,..
RITZ,26,17,..
RODRIGUEZ DE PATERNA,26,17,..
ROUHI,26,17,..
SUBELZA,26,17,..
TIRVE,26,17,..
UBASART,26,17,..
VERGNE,26,17,..
VIEYROS,26,17,..
VIGNOLA,26,17,..
VIZHÑAY,26,17,..
AGULLE,26,16,..
AJAOUN,26,16,..
ALTHAUS,26,16,..
ARTES DE ARCOS,26,16,..
ASTRALAGA,26,16,..
AUPETIT,26,16,..
AUTRIC,26,16,..
BADRAN,26,16,..
BANZER,26,16,..
BOLLOQUE,26,16,..
BONDJALE,26,16,..
BUXTA,26,16,..
BUYLLA,26,16,..
CARLOTA,26,16,..
CHAPEL,26,16,..
CHARCA,26,16,..
CHIMENEZ,26,16,..
CINO,26,16,..
CLUNY,26,16,..
DE OLIVAR,26,16,..
DE USERA,26,16,..
DECODES,26,16,..
DIAZ GIL,26,16,..
FERNANDEZ CANTELI,26,16,..
GALLEGO PRECIADOS,26,16,..
GHUMMAN,26,16,..
GRANCHEL,26,16,..
GUILLENEA,26,16,..
HIPP,26,16,..
INESTROSA,26,16,..
JACOBSON,26,16,..
JAYED,26,16,..
JIROUT,26,16,..
MALACATOS,26,16,..
MARIANEZ,26,16,..
MART,26,16,..
MENDOCILLA,26,16,..
OROPEZ,26,16,..
PEREZ ACCINO,26,16,..
PEREZ PRAT,26,16,..
PORCELLAR,26,16,..
SAN HIPOLITO,26,16,..
SAN VALERIANO,26,16,..
SJOBERG,26,16,..
TASQUE,26,16,..
URRATE,26,16,..
YSAS,26,16,..
ALLOUSS,26,15,..
AYGUASANOSA,26,15,..
AZZAHCHI,26,15,..
BARTOLESSIS,26,15,..
BATRIU,26,15,..
BEKIR,26,15,..
BENALITI,26,15,..
ELOUAHABI,26,15,..
ETTALBI,26,15,..
FIRGAIRA,26,15,..
GARCES GARRO,26,15,..
KHADDAR,26,15,..
LOZANO VILLASEÑOR,26,15,..
MARICO,26,15,..
MARTRUS,26,15,..
MONIER,26,15,..
MORGANTE,26,15,..
PERETTI,26,15,..
PEREZ RENDON,26,15,..
PRINA,26,15,..
PUCCIO,26,15,..
RAUSCH,26,15,..
RESINAS,26,15,..
RUIZ SALINAS,26,15,..
SACK,26,15,..
SANZ BUSTILLO,26,15,..
SERLAVOS,26,15,..
SIRPA,26,15,..
USCATEGUI,26,15,..
YTER,26,15,..
AGUEBOR,26,14,..
CAGGIANO,26,14,..
CAMBLANCA,26,14,..
CANO CORTES,26,14,..
CCAHUANA,26,14,..
CED,26,14,..
CHAIEB,26,14,..
CHAMINADE,26,14,..
CUSTAL,26,14,..
DAUSSA,26,14,..
DE URDA,26,14,..
DESMONTS,26,14,..
FERNANDEZ VIVANCOS,26,14,..
FUARROS,26,14,..
GARCIA CAMACHA,26,14,..
GUILLEMES,26,14,..
HEFFERNAN,26,14,..
HUAROTO,26,14,..
KIESSLING,26,14,..
LEVINA,26,14,..
MACHARE,26,14,..
MANTEGAZZA,26,14,..
MARCHITO,26,14,..
MARDINI,26,14,..
MBO,26,14,..
MUÑOZ GUERRA,26,14,..
NIKOV,26,14,..
PEDRINI,26,14,..
PEREZ PORRO,26,14,..
PESSARRODONA,26,14,..
ROBATTO,26,14,..
RODE,26,14,..
SILLONIZ,26,14,..
TULDRA,26,14,..
VAHI,26,14,..
VICTORIA DE LECEA,26,14,..
MAHBOOBANI,26,13,7
ARNET,26,13,..
BAGU,26,13,..
BALLERINI,26,13,..
BEDOUI,26,13,..
BERGOÑOS,26,13,..
COLAÇO,26,13,..
DE FAZIO,26,13,..
DE HAZA,26,13,..
DE LIBANO,26,13,..
DESCAYRE,26,13,..
FERNANDEZ MATAMOROS,26,13,..
HANG,26,13,..
HOBALLAH,26,13,..
HURTAN,26,13,..
IBRAIM,26,13,..
KESSARI,26,13,..
LERTORA,26,13,..
MARTIN ALAMEDA,26,13,..
MARTINEZ DE SIMON,26,13,..
MAZCARAY,26,13,..
MOLO,26,13,..
MONTAGNE,26,13,..
MURAKAMI,26,13,..
NAYIB,26,13,..
OHLSSON,26,13,..
OSTER,26,13,..
OUALHAJ,26,13,..
PALLAROSO,26,13,..
PULAMARIN,26,13,..
SABACA,26,13,..
SAFADI,26,13,..
SBAAI,26,13,..
SHABANOV,26,13,..
VARELA PORTAS,26,13,..
ABELLANET,26,12,..
ALLUT,26,12,..
AMASORRAIN,26,12,..
ANGUISOLA,26,12,..
BARBAGELATA,26,12,..
BLAHA,26,12,..
BOURARACH,26,12,..
BOUREGBA,26,12,..
BOURROUHOU,26,12,..
CHAZETA,26,12,..
COLL VINENT,26,12,..
D'SOUZA,26,12,..
DE MULDER,26,12,..
DEL NOVAL,26,12,..
DJIGO,26,12,..
ETCHEBARNE,26,12,..
FERNANDEZ CASTILLO,26,12,..
GARCIA PUERTAS,26,12,..
GAUDIN,26,12,..
GUGLIOTTA,26,12,..
IRRIBARRA,26,12,..
MAASS,26,12,..
MANYOSA,26,12,..
MC CRORY,26,12,..
NYGAARD,26,12,..
OKON,26,12,..
ONTERUBE,26,12,..
OSADIAYE,26,12,..
PEREZ CASTRILLON,26,12,..
PLANASDEMUNT,26,12,..
RADIN,26,12,..
RIAH,26,12,..
SABOUNI,26,12,..
SANCEBRIA,26,12,..
SANTUCCI,26,12,..
TALIOUAN,26,12,..
TOSAT,26,12,..
VENTRE,26,12,..
AJJAN,26,11,..
ARRILUCEA,26,11,..
ARRIZADO,26,11,..
BEIER,26,11,..
BONIFACE,26,11,..
BONILL,26,11,..
BOUCHAOUNI,26,11,..
BOUHLALI,26,11,..
BOUQUET,26,11,..
BOURQUIN,26,11,..
BRASCO,26,11,..
CAMPAGNOLI,26,11,..
COCHACHIN,26,11,..
CRISTA,26,11,..
DE AZCOITIA,26,11,..
EL BAQQALI,26,11,..
FLORENCE,26,11,..
GAMINDEZ,26,11,..
HAMOUDANE,26,11,..
HARAN,26,11,..
IBERICO,26,11,..
LALAYAN,26,11,..
LIRON DE ROBLES,26,11,..
